# telescope   = tel16
# season      = 2014-2017
# filter      = RG715
# aperture    = 6.000     pix
# deblend     = 0
# null_dc[1]  = 0.000813  mag
# null_dc[2]  = 0.000312  mag
# null_dc[3]  = 0.000501  mag
# null_dc[4]  = 0.000022  mag
# null_cm     = 0.365045  mag/mag
# null_fwhm_k = -0.000102 mag/pix
# null_fwhm_0 = 2.743500  pix
# null_chidof = 2.452
# null_nfit   = 2303
# null_nparm  = 6
#
#BJD           Mag         e_Mag       tExp    DMag    FWHM   Ellip Airmass X         Y         Angle   Sky      Peak  S  V  R F CM        Corr_Mag   
#------------- ----------- ----------- ------- ------- ------ ----- ------- --------- --------- ------- -------- ----- -- -- - - --------- -----------
2457843.726648   -0.000278    0.002429  15.034 -0.0021  2.427 0.051 1.07448   741.988  1686.419    0.00    19.99 13108  2  3 0 0  0.001681   -0.001235
2457843.727089    0.000699    0.002355  15.034  0.0004  2.939 0.078 1.07490   743.855  1683.304    0.00    20.47  9817  2  3 0 0  0.001653   -0.000196
2457843.727527    0.003596    0.002414  15.034 -0.0000  2.566 0.072 1.07531   745.888  1685.498   -0.00    20.84 11660  2  3 0 0  0.001625    0.002673
2457843.745882   -0.000999    0.002322  15.034  0.0042  3.453 0.025 1.09991   743.404  1685.360    0.00    20.64  6844  2  3 0 0  0.000441   -0.001400
2457843.746344    0.000319    0.002357  15.034  0.0062  3.087 0.092 1.10071   743.094  1682.581    0.00    20.75  8541  2  3 0 0  0.000411   -0.000108
2457843.746782    0.003936    0.002402  15.034  0.0072  3.087 0.052 1.10149   743.120  1688.415    0.00    20.90  8181  2  3 0 0  0.000431    0.003502
2457843.747221   -0.001287    0.002412  15.034  0.0029  3.335 0.022 1.10227   745.642  1687.300    0.00    20.96  7712  2  3 0 0  0.000482   -0.001714
2457843.763797    0.000044    0.002454  15.034  0.0023  2.907 0.033 1.13852   744.444  1685.743    0.00    20.28  9816  2  3 0 0  0.002413   -0.001132
2457843.764244    0.003104    0.002471  15.034  0.0017  2.792 0.061 1.13968   745.390  1690.709    0.00    20.59  9890  2  3 0 0  0.002465    0.001897
2457843.764693    0.004374    0.002383  15.034  0.0036  2.565 0.022 1.14087   745.283  1686.281    0.00    21.03 12351  2  3 0 0  0.002518    0.003124
2457843.765141    0.004885    0.002442  15.034  0.0022  2.783 0.091 1.14206   746.339  1682.902    0.00    21.09 10215  2  3 0 0  0.002570    0.003639
2457843.782763    0.002798    0.002616  15.034  0.0037  3.554 0.133 1.19789   743.643  1682.606    0.01    22.25  6230  2  3 0 0  0.001633    0.001973
2457843.783224   -0.000142    0.002594  15.034  0.0040  3.692 0.032 1.19960   744.654  1690.248    0.01    22.48  6161  2  3 0 0  0.001602   -0.000942
2457843.783663   -0.003087    0.002538  15.034  0.0045  2.970 0.027 1.20125   745.216  1686.777    0.01    22.49  9028  2  3 0 0  0.001573   -0.003950
2457843.784127   -0.002383    0.002619  15.034  0.0060  3.557 0.112 1.20300   746.003  1682.752    0.01    22.63  7179  2  3 0 0  0.001541   -0.003175
2457843.803670    0.005175    0.002654  15.034  0.0095  3.167 0.084 1.29103   744.926  1686.130    0.01    22.01  8487  2  3 0 0  0.001423    0.004386
2457843.804109   -0.004638    0.002601  15.034  0.0159  3.257 0.033 1.29336   745.462  1690.213    0.01    22.25  8052  2  3 0 0  0.001424   -0.005417
2457843.804548    0.006342    0.002608  15.034  0.0096  2.819 0.091 1.29570   745.778  1686.224    0.01    22.23 10482  2  3 0 0  0.001425    0.005518
2457843.804996   -0.002242    0.002771  15.034  0.0072  3.260 0.078 1.29812   746.958  1680.706    0.01    22.10  8500  2  3 0 0  0.001426   -0.003022
2457843.828062   -0.001106    0.002840  15.034  0.0126  3.526 0.146 1.45036   746.177  1686.960    0.02    18.57  6615  2  3 0 0  0.002862   -0.002383
2457843.828505    0.006094    0.002799  15.034  0.0115  3.202 0.028 1.45391   745.573  1690.445    0.02    18.91  7853  2  3 0 0  0.002842    0.004791
2457843.828951   -0.006034    0.002966  15.034  0.0171  4.511 0.129 1.45750   747.783  1686.513    0.02    19.12  4278  2  3 0 0  0.002823   -0.007196
2457843.829390   -0.005885    0.002837  15.034  0.0075  3.924 0.054 1.46107   747.435  1680.245    0.02    19.38  5460  2  3 0 0  0.002804   -0.007100
2457843.857335    0.002959    0.003670  15.034  0.0261  5.115 0.034 1.75727   745.583  1684.550    0.03    25.51  2240  2  3 0 0  0.001552    0.002322
2457843.857779   -0.007783    0.003558  15.034  0.0208  4.426 0.075 1.76335   744.222  1690.430    0.03    25.88  3042  2  3 0 0  0.001532   -0.008483
2457843.858221   -0.006963    0.003588  15.034  0.0316  4.864 0.043 1.76945   745.546  1687.575    0.03    26.13  2503  2  3 0 0  0.001512   -0.007610
2457843.858660    0.003639    0.003511  15.034  0.0318  4.415 0.065 1.77556   746.664  1685.131    0.03    26.22  3621  2  3 0 0  0.001491    0.002953
2457844.534099   -0.003174    0.003826  15.034  0.0013  3.404 0.155 1.93240  1299.143   359.049 -179.90    74.75  6407  1  3 0 0  0.001564   -0.004491
2457844.534569   -0.001291    0.003963  15.034  0.0158  3.080 0.096 1.92435  1299.469   349.699 -179.90    74.75  8037  1  3 0 0  0.001580   -0.002647
2457844.535012    0.006092    0.003843  15.034  0.0126  3.483 0.103 1.91682  1299.782   364.647 -179.90    74.96  6836  1  3 0 0  0.001595    0.004772
2457844.535472    0.011085    0.004016  15.034 -0.0046  3.388 0.102 1.90909  1299.280   369.421 -179.90    74.72  6334  1  3 0 0  0.001610    0.009749
2457844.557609    0.007022    0.003236  15.034  0.0103  3.091 0.137 1.61038  1299.227   363.965 -179.90    59.53  7843  1  3 0 0  0.002157    0.005456
2457844.558054    0.005316    0.003423  15.034  0.0071  2.965 0.109 1.60558  1299.146   369.153 -179.89    59.18  8704  1  3 0 0  0.002165    0.003735
2457844.558514    0.000628    0.003241  15.034  0.0048  3.499 0.249 1.60066  1300.298   363.517 -179.89    59.03  7485  1  3 0 0  0.002172   -0.000902
2457844.558979    0.007184    0.003281  15.034  0.0080  2.930 0.066 1.59574  1300.072   352.497 -179.90    58.81  9482  1  3 0 0  0.002179    0.005594
2457844.580927    0.001309    0.002986  15.034 -0.0078  2.962 0.103 1.40395  1297.653   361.207 -179.89    47.59  9193  1  3 0 0  0.003136   -0.000627
2457844.581371    0.001669    0.003232  15.034 -0.0073  3.089 0.145 1.40077  1298.720   351.043 -179.88    47.45  8195  1  3 0 0  0.003161   -0.000263
2457844.581822   -0.008688    0.002912  15.034 -0.0071  3.142 0.104 1.39757  1299.116   358.292 -179.89    47.59  8150  1  3 0 0  0.003188   -0.010624
2457844.582265    0.002912    0.002909  15.034  0.0037  3.088 0.090 1.39445  1299.633   368.150 -179.88    48.57  7768  1  3 0 0  0.003213    0.000960
2457844.601398   -0.004508    0.002707  15.034 -0.0066  3.557 0.044 1.27956  1298.500   364.937 -179.88    42.13  6379  1  3 0 0  0.000648   -0.005475
2457844.601839   -0.005856    0.002942  15.034 -0.0063  3.553 0.069 1.27732  1298.611   361.861 -179.88    41.95  6034  1  3 0 0  0.000564   -0.006793
2457844.602296   -0.002504    0.002706  15.034 -0.0072  3.309 0.059 1.27501  1299.043   351.761 -179.88    41.12  8153  1  3 0 0  0.000478   -0.003435
2457844.602746   -0.005665    0.002887  15.034 -0.0085  3.655 0.031 1.27276  1298.312   362.165 -179.89    40.17  5992  1  3 0 0  0.000393   -0.006529
2457844.625775    0.012282    0.003499  15.034 -0.0842  5.655 0.053 1.17788  1293.760   357.449 -179.87    34.58   924  1  3 0 0 -0.001504    0.012315
2457844.756302   -0.011742    0.002584  15.034  0.0062  3.340 0.076 1.12671   745.372  1685.673    0.00    20.10  7222  2  3 0 0  0.000834   -0.012297
2457844.756742    0.000902    0.002434  15.034  0.0112  4.105 0.021 1.12776   747.250  1684.193    0.01    20.20  3954  2  3 0 0  0.000775    0.000446
2457844.757181   -0.005318    0.002469  15.034  0.0091  4.085 0.071 1.12880   747.168  1683.055    0.00    20.20  5081  2  3 0 0  0.000715   -0.005754
2457844.757636   -0.005860    0.002617  15.034 -0.0038  3.694 0.107 1.12990   746.686  1684.513    0.00    20.42  4045  2  3 0 0  0.000654   -0.006314
2457844.772717   -0.002041    0.002640  15.034  0.0044  4.331 0.063 1.17248   744.746  1683.192    0.01    20.56  4389  2  3 0 0  0.000652   -0.002429
2457844.773153   -0.000700    0.002408  15.034  0.0022  3.352 0.074 1.17390   745.439  1683.378    0.00    20.67  7503  2  3 0 0  0.000737   -0.001219
2457844.773609    0.002701    0.002490  15.034  0.0071  3.268 0.098 1.17540   746.317  1688.880    0.01    20.46  7463  2  3 0 0  0.000826    0.002141
2457844.774051    0.003941    0.002482  15.034  0.0014  3.372 0.044 1.17686   747.782  1686.966    0.01    20.46  7193  2  3 0 0  0.000911    0.003360
2457844.790864   -0.003816    0.002591  15.034 -0.0109  3.587 0.107 1.24200   745.942  1689.277    0.01    19.05  5858  2  3 0 0  0.003615   -0.005361
2457844.791309    0.011652    0.002588  15.034 -0.0066  4.134 0.097 1.24399   747.638  1685.833    0.01    19.11  4956  2  3 0 0  0.003644    0.010152
2457844.791751    0.001832    0.002569  15.034 -0.0057  3.731 0.066 1.24598   746.287  1682.288    0.01    19.15  6163  2  3 0 0  0.003673    0.000280
2457844.792193   -0.003732    0.002676  15.034 -0.0052  3.697 0.093 1.24800   747.506  1682.294    0.01    19.03  6144  2  3 0 0  0.003702   -0.005298
2457844.814077    0.002465    0.002830  15.034  0.0021  3.026 0.106 1.36868   745.590  1682.861    0.01    22.52  8501  2  3 0 0  0.003601    0.000868
2457844.814522   -0.001161    0.002898  15.034  0.0018  3.569 0.063 1.37162   747.931  1681.172    0.01    22.64  6064  2  3 0 0  0.003540   -0.002680
2457844.814978    0.001209    0.002792  15.034  0.0052  2.993 0.052 1.37466   746.450  1687.482    0.01    22.71  8697  2  3 0 0  0.003477   -0.000346
2457844.815419    0.001871    0.003043  15.034  0.0026  3.663 0.059 1.37762   747.759  1687.863    0.01    22.70  5863  2  3 0 0  0.003416    0.000406
2457844.850673   -0.004388    0.003415  15.034  0.0201  5.064 0.061 1.70568   746.340  1682.915    0.02    29.36  2631  2  3 0 0  0.003183   -0.005625
2457844.851114    0.000791    0.003406  15.034  0.0132  4.087 0.020 1.71126   743.799  1683.619    0.02    29.59  4451  2  3 0 0  0.003150   -0.000534
2457844.851552    0.000051    0.003756  15.034  0.0233  4.531 0.028 1.71686   746.053  1691.449    0.02    29.93  3123  2  3 0 0  0.003117   -0.001216
2457844.851992   -0.004395    0.003892  15.034  0.0166  4.649 0.055 1.72253   746.669  1688.562    0.02    30.08  3237  2  3 0 0  0.003085   -0.005638
2457845.530141    0.018096    0.003913  15.034  0.0224  2.497 0.074 1.95384  1299.190   356.140 -179.90    94.66 12099  1  3 0 0  0.002773    0.016245
2457845.530584   -0.005363    0.004057  15.034  0.0134  2.903 0.140 1.94605  1299.490   363.074 -179.90    96.11  8569  1  3 0 0  0.002779   -0.007174
2457845.531026   -0.009370    0.004098  15.034  0.0097  2.502 0.092 1.93835  1301.250   374.324 -179.90    95.41 11204  1  3 0 0  0.002785   -0.011225
2457845.531471    0.010885    0.003955  15.034  0.0086  3.321 0.250 1.93067  1300.133   357.904 -179.90    95.07  7301  1  3 0 0  0.002792    0.009111
2457845.556044   -0.003199    0.003310  15.034  0.0085  2.906 0.182 1.59792  1298.356   353.353 -179.89    76.14  9742  1  3 0 0  0.002905   -0.005056
2457845.556501    0.005556    0.003317  15.034 -0.0009  2.631 0.170 1.59309  1299.069   359.582 -179.89    76.05 10666  1  3 0 0  0.002900    0.003672
2457845.556961   -0.003050    0.003332  15.034  0.0073  2.621 0.117 1.58828  1299.420   368.500 -179.89    75.30 10623  1  3 0 0  0.002895   -0.004933
2457845.557406   -0.005661    0.003551  15.034  0.0045  2.664 0.152 1.58366  1299.576   364.411 -179.89    74.87  9241  1  3 0 0  0.002890   -0.007538
2457845.581115    0.002840    0.003015  15.034 -0.0020  3.001 0.205 1.38351  1300.173   365.018 -179.89    63.43  9906  1  3 0 0  0.002184    0.001255
2457845.581554    0.000472    0.003099  15.034 -0.0041  2.315 0.070 1.38052  1300.059   366.241 -179.89    62.71 13951  1  3 0 0  0.002166   -0.001176
2457845.582008    0.003706    0.002758  15.034  0.0103  3.358 0.271 1.37745  1299.135   353.781 -179.89    62.10  7745  1  3 0 0  0.002147    0.002171
2457845.582473   -0.006014    0.003118  15.034 -0.0032  2.683 0.151 1.37433  1299.740   356.811 -179.89    61.52 11099  1  3 0 0  0.002128   -0.007610
2457845.606702    0.000784    0.002663  15.034 -0.0040  2.501 0.150 1.24126  1298.539   360.957 -179.88    50.34 11169  1  3 0 0  0.003068   -0.001174
2457845.607147   -0.000525    0.002751  15.034  0.0094  3.236 0.229 1.23929  1299.987   370.292 -179.89    50.00  8403  1  3 0 0  0.003062   -0.002407
2457845.607598    0.003136    0.002508  15.034  0.0049  2.781 0.145 1.23731  1299.912   367.211 -179.89    49.67 11666  1  3 0 0  0.003057    0.001210
2457845.608041   -0.001562    0.002592  15.034  0.0042  3.452 0.191 1.23537  1299.586   354.660 -179.88    49.16  7402  1  3 0 0  0.003051   -0.003417
2457845.628298    0.002968    0.002534  15.034 -0.0042  2.847 0.162 1.16113  1298.584   362.102 -179.88    40.71 10883  1  3 0 0  0.002722    0.001171
2457845.628744    0.006355    0.002567  15.034  0.0013  3.135 0.201 1.15978  1299.004   358.358 -179.89    40.52  6946  1  3 0 0  0.002698    0.004597
2457845.629203    0.005219    0.002491  15.034  0.0089  3.102 0.174 1.15840  1299.677   356.573 -179.88    40.60  8691  1  3 0 0  0.002672    0.003467
2457845.629658    0.011138    0.002523  15.034  0.0112  3.400 0.241 1.15705  1299.493   364.255 -179.89    40.44  6832  1  3 0 0  0.002647    0.009425
2457845.650094   -0.000700    0.002547  15.034  0.0050  2.241 0.065 1.10750  1299.087   361.722 -179.88    37.20 16655  1  3 0 0  0.001793   -0.002219
2457845.650542   -0.002703    0.002533  15.034 -0.0020  2.521 0.113 1.10664  1300.030   359.051 -179.88    36.88 13958  1  3 0 0  0.001802   -0.004197
2457845.651004   -0.004508    0.002470  15.034 -0.0037  2.427 0.068 1.10577  1299.364   359.167 -179.88    36.41 13073  1  3 0 0  0.001812   -0.006015
2457845.651448   -0.000624    0.002598  15.034 -0.0099  2.638 0.075 1.10494  1299.374   361.384 -179.88    36.19 11168  1  3 0 0  0.001821   -0.002113
2457845.671245   -0.000500    0.002467  15.034  0.0019  2.426 0.108 1.07665  1299.316   359.347 -179.88    31.02 12677  1  3 0 0  0.002423   -0.002230
2457845.671704   -0.004033    0.002355  15.034  0.0012  2.210 0.060 1.07619  1299.893   358.547 -179.88    30.82 14805  1  3 0 0  0.002451   -0.005796
2457845.672147    0.001550    0.002433  15.034  0.0026  2.225 0.076 1.07575  1300.407   361.542 -179.88    30.47 14271  1  3 0 0  0.002479   -0.000221
2457845.672590    0.010192    0.002354  15.034  0.0012  2.136 0.062 1.07532  1300.444   364.684 -179.88    30.26 14288  1  3 0 0  0.002506    0.008402
2457845.702771    0.004063    0.002430  15.034  0.0037  2.379 0.055 1.06411   742.980  1681.767   -0.00    25.45 15100  2  3 0 0  0.003459    0.002451
2457845.703232    0.001382    0.002527  15.034  0.0034  2.493 0.082 1.06421   743.267  1685.786   -0.00    25.39 12637  2  3 0 0  0.003462   -0.000219
2457845.703672   -0.003350    0.002486  15.034  0.0047  2.296 0.047 1.06431   744.052  1685.830   -0.00    25.43 16488  2  3 0 0  0.003464   -0.004972
2457845.704117    0.002488    0.002352  15.034  0.0068  2.891 0.113 1.06443   744.057  1687.290   -0.00    25.44  9927  2  3 0 0  0.003467    0.000926
2457845.721169   -0.003989    0.002484  15.034 -0.0003  2.216 0.061 1.07446   742.249  1685.917   -0.00    22.97 16729  2  3 0 0  0.002498   -0.005267
2457845.721612   -0.005852    0.002328  15.034  0.0089  2.309 0.040 1.07487   742.190  1683.138    0.00    23.40 16096  2  3 0 0  0.002469   -0.007109
2457845.722071   -0.003850    0.002442  15.034  0.0067  2.384 0.070 1.07531   744.875  1684.205    0.00    23.69 16753  2  3 0 0  0.002438   -0.005088
2457845.722514   -0.000266    0.002400  15.034  0.0094  2.201 0.038 1.07574   746.035  1686.767    0.00    23.69 17349  2  3 0 0  0.002408   -0.001512
2457845.739431   -0.009294    0.002467  15.034  0.0036  2.534 0.098 1.09821   743.513  1686.307    0.00    21.70 11236  2  3 0 0  0.002237   -0.010443
2457845.739876   -0.001624    0.002491  15.034 -0.0044  2.497 0.060 1.09896   744.526  1688.448    0.00    22.10 11727  2  3 0 0  0.002240   -0.002779
2457845.740321    0.006079    0.002441  15.034  0.0015  2.455 0.060 1.09973   743.851  1687.061    0.00    22.24 14166  2  3 0 0  0.002244    0.004919
2457845.740778   -0.003801    0.002314  15.034  0.0039  2.600 0.049 1.10052   744.726  1682.560    0.00    22.40 11140  2  3 0 0  0.002247   -0.004948
2457845.758015   -0.001258    0.002375  15.034  0.0085  2.394 0.050 1.13767   744.837  1682.650    0.01    21.37 13917  2  3 0 0  0.002279   -0.002437
2457845.758460   -0.001679    0.002599  15.034  0.0048  2.562 0.117 1.13883   745.183  1686.412    0.01    21.62 12742  2  3 0 0  0.002278   -0.002841
2457845.758904    0.006062    0.002490  15.034  0.0088  2.416 0.074 1.13999   746.446  1690.628    0.01    21.83 11763  2  3 0 0  0.002278    0.004885
2457845.759344    0.002460    0.002514  15.034  0.0046  2.364 0.072 1.14115   746.288  1686.517    0.00    21.86 12558  2  3 0 0  0.002277    0.001278
2457845.777050    0.000340    0.002525  15.034  0.0150  2.347 0.052 1.19694   744.793  1682.376    0.01    22.39 14063  2  3 0 0  0.002023   -0.000750
2457845.777493    0.001348    0.002530  15.034  0.0159  2.611 0.100 1.19858   745.899  1684.048    0.01    22.43 13037  2  3 0 0  0.002012    0.000288
2457845.777952    0.002468    0.002595  15.034  0.0143  2.399 0.048 1.20029   746.004  1689.716    0.01    22.60 14009  2  3 0 0  0.002001    0.001391
2457845.778394    0.001703    0.002504  15.034  0.0147  2.205 0.048 1.20195   746.713  1686.677    0.01    22.85 15373  2  3 0 0  0.001991    0.000610
2457845.794708   -0.001837    0.002709  15.034  0.0182  3.198 0.078 1.27303   744.563  1686.288    0.01    24.32  7576  2  3 0 0  0.001657   -0.002707
2457845.795147   -0.007447    0.002567  15.034  0.0255  2.923 0.060 1.27522   745.068  1690.612    0.00    24.54  9778  2  3 0 0  0.001649   -0.008343
2457845.795587   -0.004127    0.002562  15.034  0.0250  3.026 0.065 1.27744   745.692  1687.041    0.00    24.77  9077  2  3 0 0  0.001641   -0.005009
2457845.796048   -0.002061    0.002647  15.034  0.0151  3.264 0.062 1.27978   746.343  1682.810    0.01    25.08  7593  2  3 0 0  0.001633   -0.002916
2457845.816119   -0.000672    0.002780  15.034  0.0206  2.963 0.093 1.40140   744.920  1687.052    0.01    28.61  9870  2  3 0 0  0.001522   -0.001517
2457845.816561   -0.001735    0.002886  15.034  0.0232  2.595 0.046 1.40457   745.524  1684.927    0.01    28.96 11151  2  3 0 0  0.001525   -0.002619
2457845.817004   -0.002033    0.002630  15.034  0.0257  3.077 0.043 1.40777   746.489  1682.711    0.01    29.09  8065  2  3 0 0  0.001529   -0.002869
2457845.817454   -0.003211    0.002857  15.034  0.0211  3.417 0.163 1.41104   746.288  1686.434    0.01    29.30  7053  2  3 0 0  0.001532   -0.004014
2457845.837667   -0.003038    0.003176  15.034  0.0363  3.029 0.102 1.58782   744.881  1683.203    0.02    30.76  9600  2  3 0 0  0.001723   -0.003950
2457845.838113    0.007892    0.003080  15.034  0.0391  3.008 0.167 1.59248   745.079  1686.084    0.02    30.91 10096  2  3 0 0  0.001728    0.006976
2457845.838562   -0.004002    0.003140  15.034  0.0404  2.888 0.081 1.59721   746.406  1692.133    0.02    30.91 10127  2  3 0 0  0.001732   -0.004931
2457845.839003   -0.001449    0.003186  15.034  0.0345  4.109 0.199 1.60190   747.580  1688.861    0.02    30.75  5059  2  3 0 0  0.001737   -0.002256
2457845.856555    0.010474    0.004080  15.034  0.0503  3.090 0.091 1.82405   745.887  1683.010    0.03    35.18  8116  2  3 0 0  0.001479    0.009658
2457845.857001    0.010518    0.003887  15.034  0.0524  2.715 0.054 1.83076   745.931  1682.315    0.02    35.21 11783  2  3 0 0  0.001464    0.009669
2457845.857439   -0.002765    0.003874  15.034  0.0527  3.462 0.189 1.83740   747.565  1687.296    0.02    35.27  6669  2  3 0 0  0.001449   -0.003532
2457845.857904    0.007410    0.003630  15.034  0.0555  2.909 0.059 1.84452   747.315  1688.122    0.03    35.29 10015  2  3 0 0  0.001433    0.006592
2457846.527391    0.004778    0.003841  15.034  0.0318  2.786 0.130 1.95421  1300.165   359.233 -179.90    69.70 10156  1  3 0 0 -0.001324    0.004452
2457846.527836    0.000977    0.003841  15.034  0.0404  2.759 0.121 1.94637  1299.931   361.927 -179.90    69.50 11367  1  3 0 0 -0.001305    0.000641
2457846.528275    0.003688    0.003894  15.034  0.0410  2.689 0.061 1.93871  1299.421   368.375 -179.90    69.38 10564  1  3 0 0 -0.001287    0.003339
2457846.528719    0.002352    0.003849  15.034  0.0324  2.821 0.123 1.93105  1298.785   362.419 -179.90    68.27  9061  1  3 0 0 -0.001269    0.002009
2457846.545436    0.002970    0.003366  15.034  0.0390  2.997 0.190 1.68779  1298.148   366.279 -179.90    64.36  8747  1  3 0 0 -0.000575    0.002392
2457846.545886    0.002843    0.003198  15.034  0.0305  2.617 0.054 1.68229  1298.619   366.559 -179.89    64.50 10139  1  3 0 0 -0.000556    0.002220
2457846.546332    0.001535    0.003319  15.034  0.0363  3.070 0.159 1.67688  1299.060   355.272 -179.89    64.54  9736  1  3 0 0 -0.000538    0.000951
2457846.546777   -0.001145    0.003440  15.034  0.0292  2.697 0.106 1.67153  1299.489   356.521 -179.90    64.06  9384  1  3 0 0 -0.000524   -0.001772
2457846.566282    0.007041    0.003093  15.034  0.0220  3.320 0.095 1.47537  1299.370   365.646 -179.88    56.52  6708  1  3 0 0 -0.000105    0.006325
2457846.566724   -0.000811    0.003014  15.034  0.0222  3.376 0.098 1.47168  1299.688   365.307 -179.89    56.79  6700  1  3 0 0 -0.000081   -0.001530
2457846.567168    0.000970    0.002935  15.034  0.0113  3.587 0.197 1.46799  1299.688   354.213 -179.88    57.78  6383  1  3 0 0 -0.000040    0.000257
2457846.567617    0.004537    0.002949  15.034  0.0201  2.803 0.077 1.46428  1299.697   356.142 -179.89    56.86  9799  1  3 0 0  0.000002    0.003729
2457846.590366    0.001080    0.002747  15.034  0.0124  3.074 0.154 1.30931  1298.270   365.690 -179.89    47.02  9052  1  3 0 0  0.001544   -0.000264
2457846.590812   -0.001226    0.002723  15.034  0.0017  2.669 0.041 1.30683  1298.881   369.813 -179.89    46.64 10580  1  3 0 0  0.001520   -0.002602
2457846.591258   -0.000910    0.002758  15.034  0.0059  3.199 0.246 1.30436  1298.449   360.177 -179.89    47.10  6998  1  3 0 0  0.001496   -0.002223
2457846.591706    0.004450    0.002689  15.034  0.0066  2.484 0.057 1.30190  1299.290   353.071 -179.89    46.57 12676  1  3 0 0  0.001472    0.003072
2457846.614306   -0.005975    0.002752  15.034  0.0002  2.888 0.109 1.19911  1299.263   359.549 -179.89    40.31  9459  1  3 0 0  0.000727   -0.007039
2457846.614761    0.004667    0.002560  15.034  0.0039  3.037 0.121 1.19742  1299.957   367.465 -179.89    39.88  8518  1  3 0 0  0.000729    0.003617
2457846.615202   -0.002769    0.002709  15.034  0.0041  2.625 0.042 1.19580  1300.023   367.294 -179.88    39.97 11357  1  3 0 0  0.000732   -0.003861
2457846.615643   -0.000894    0.002464  15.034  0.0067  3.704 0.282 1.19419  1299.272   356.986 -179.88    40.17  6860  1  3 0 0  0.000735   -0.001877
2457846.632098    0.001534    0.002495  15.034 -0.0011  2.834 0.113 1.14248  1299.093   365.412 -179.88    35.45  9249  1  3 0 0  0.000867    0.000414
2457846.632540   -0.003897    0.002568  15.034 -0.0003  2.585 0.049 1.14130  1299.177   366.507 -179.88    35.18 10837  1  3 0 0  0.000872   -0.005045
2457846.632979   -0.000519    0.002707  15.034 -0.0013  2.580 0.047 1.14014  1299.354   361.648 -179.88    34.90 11079  1  3 0 0  0.000878   -0.001669
2457846.633424   -0.003263    0.002498  15.034  0.0018  2.805 0.113 1.13898  1299.519   364.227 -179.88    34.71  8618  1  3 0 0  0.000883   -0.004393
2457846.652482   -0.003494    0.002573  15.034 -0.0004  2.982 0.045 1.09826  1299.195   363.219 -179.88    29.31  8333  1  3 0 0  0.000411   -0.004433
2457846.652922    0.000561    0.002508  15.034 -0.0048  2.844 0.070 1.09751  1299.761   360.266 -179.88    29.11  9246  1  3 0 0  0.000364   -0.000376
2457846.653370   -0.000730    0.002372  15.034 -0.0188  2.941 0.082 1.09677  1299.974   358.572 -179.88    28.89  8052  1  3 0 0  0.000317   -0.001639
2457846.653810   -0.003325    0.002498  15.034  0.0010  3.043 0.052 1.09605  1300.177   360.571 -179.88    29.06  7910  1  3 0 0  0.000271   -0.004206
2457846.667054   -0.002137    0.002356  15.034  0.0078  2.579 0.066 1.07817  1299.569   358.221 -179.88    24.48  8863  1  3 0 0 -0.001088   -0.002570
2457846.667493    0.001789    0.002333  15.034  0.0010  2.528 0.068 1.07771  1299.818   361.525 -179.88    24.28 11072  1  3 0 0 -0.001103    0.001356
2457846.667953   -0.000104    0.002264  15.034  0.0010  2.547 0.101 1.07723  1300.090   363.716 -179.88    24.28 11704  1  3 0 0 -0.001118   -0.000529
2457846.668394    0.000372    0.002375  15.034  0.0042  2.601 0.069 1.07677  1299.956   361.339 -179.88    24.29 10522  1  3 0 0 -0.001133   -0.000043
2457846.684745   -0.000065    0.002498  15.034 -0.0013  2.492 0.089 1.06540  1298.986   362.361 -179.88    21.43 10772  1  3 0 0 -0.001681   -0.000290
2457846.685191   -0.002693    0.002372  15.034  0.0027  2.693 0.045 1.06524  1299.259   362.137 -179.88    21.37 10515  1  3 0 0 -0.001696   -0.002893
2457846.685637   -0.004383    0.002374  15.034  0.0013  2.535 0.064 1.06508  1299.078   361.491 -179.88    21.31 11319  1  3 0 0 -0.001710   -0.004593
2457846.686076   -0.003780    0.002454  15.034  0.0050  2.612 0.058 1.06494  1298.887   357.635 -179.88    21.27 10789  1  3 0 0 -0.001725   -0.003977
2457846.704717    0.000098    0.002346  15.034  0.0050  2.634 0.096 1.06550   741.886  1687.202   -0.00    20.23 12078  2  3 0 0 -0.000348   -0.000098
2457846.705156   -0.003545    0.002390  15.034  0.0012  2.605 0.090 1.06567   742.566  1683.371   -0.00    20.57 11209  2  3 0 0 -0.000314   -0.003756
2457846.705597   -0.001918    0.002386  15.034 -0.0007  2.728 0.094 1.06586   743.965  1685.944   -0.00    20.62 10873  2  3 0 0 -0.000281   -0.002129
2457846.706042   -0.001225    0.002315  15.034  0.0056  2.404 0.087 1.06605   745.889  1685.824   -0.00    20.67 12118  2  3 0 0 -0.000246   -0.001481
2457846.721010    0.000970    0.002459  15.034  0.0017  2.747 0.034 1.07697   742.563  1685.851    0.00    20.03  9514  2  3 0 0 -0.000811    0.000955
2457846.721453    0.000730    0.002383  15.034  0.0066  2.556 0.048 1.07743   744.506  1688.365    0.00    20.26 10817  2  3 0 0 -0.000830    0.000702
2457846.721894    0.003278    0.002346  15.034  0.0050  2.675 0.030 1.07789   745.206  1685.903   -0.00    20.21 10961  2  3 0 0 -0.000848    0.003269
2457846.722337    0.002005    0.002438  15.034  0.0017  2.796 0.072 1.07837   746.093  1683.141   -0.00    20.25 10694  2  3 0 0 -0.000866    0.002014
