# telescope   = tel04
# season      = 2011-2017
# filter      = RG715
# aperture    = 8.000     pix
# deblend     = 0
# null_dc[1]  = -0.001101 mag
# null_dc[2]  = 0.000375  mag
# null_cm     = 0.225549  mag/mag
# null_fwhm_k = -0.000587 mag/pix
# null_fwhm_0 = 3.641000  pix
# null_chidof = 3.107
# null_nfit   = 451
# null_nparm  = 4
#
#BJD           Mag         e_Mag       tExp    DMag    FWHM   Ellip Airmass X         Y         Angle   Sky      Peak  S  V  R F CM        Corr_Mag   
#------------- ----------- ----------- ------- ------- ------ ----- ------- --------- --------- ------- -------- ----- -- -- - - --------- -----------
2457891.776442   -0.002132    0.005110   8.027 -0.0309  4.856 0.238 1.67059   715.596  1767.454   -0.00    32.35  3900  2  9 0 0  0.006469   -0.003253
2457891.776875    0.007675    0.004858   8.027 -0.0372  4.311 0.160 1.67419   715.230  1763.138   -0.01    32.00  5622  2  9 0 0  0.006459    0.006237
2457892.659373    0.001851    0.003977   8.027 -0.0518  3.243 0.153 1.35363  1332.749   284.525  179.90    24.99  8113  1  9 0 0  0.006989    0.001142
2457892.659814    0.007697    0.003774   8.027 -0.0499  2.986 0.155 1.35313  1331.567   285.129  179.89    25.93  8439  1  9 0 0  0.007078    0.006817
2457892.660243    0.000150    0.003774   8.027 -0.0444  3.768 0.156 1.35266  1332.325   286.165  179.90    25.86  5965  1  9 0 0  0.007166   -0.000291
2457892.660690   -0.000161    0.004197   8.027 -0.0627  3.259 0.163 1.35217  1334.714   284.830  179.90    25.85  8232  1  9 0 0  0.007257   -0.000922
2457892.661127   -0.000141    0.003853   8.027 -0.0495  3.135 0.222 1.35171  1335.178   283.456  179.89    26.52  7514  1  9 0 0  0.007346   -0.000994
2457892.686184   -0.005301    0.004743   8.027 -0.1013  4.874 0.169 1.34472   716.972  1752.491    0.00    23.35  2898  2  9 0 0  0.006753   -0.006476
2457892.686627   -0.045707    0.014878   8.027 -0.2232  5.751 0.221 1.34494   716.598  1762.209   -0.01    23.39  1240  2  9 0 0  0.006760   -0.046368
2457892.687070    0.004313    0.004742   8.027 -0.0545  4.647 0.153 1.34516   714.821  1763.805    0.01    22.58  3944  2  9 0 0  0.006768    0.003002
2457892.687945    0.004115    0.004259   8.027 -0.0410  4.652 0.091 1.34565   711.975  1769.249    0.01    22.65  2884  2  9 0 0  0.006782    0.002804
2457892.715474    0.000546    0.004843   8.027 -0.0337  4.622 0.128 1.38527   714.461  1758.673    0.00    24.55  3415  2  9 0 0  0.007028   -0.000839
2457892.715912   -0.002789    0.004402   8.027 -0.0436  4.839 0.232 1.38630   715.404  1766.360    0.00    23.57  3467  2  9 0 0  0.007027   -0.004046
2457892.716355   -0.009163    0.004197   8.027 -0.0400  3.929 0.187 1.38736   714.790  1761.517   -0.00    22.78  4703  2  9 0 0  0.007025   -0.010953
2457892.716793   -0.009153    0.004651   8.027 -0.1856  5.913 0.209 1.38842   715.638  1761.543   -0.00    22.78  1667  2  9 0 0  0.007024   -0.009779
2457892.717229    0.001801    0.003724   8.027 -0.0331  6.408 0.064 1.38949   712.735  1763.498   -0.00    22.87  1359  2  9 0 0  0.007023    0.001467
2457893.649888   -0.007418    0.003934   8.027  0.0288  3.279 0.112 1.36269  1332.195   288.248  179.89    26.48  8297  1  9 0 0 -0.003432   -0.005756
2457893.650314   -0.001012    0.003731   8.027  0.0317  3.891 0.142 1.36203  1332.406   289.027  179.90    26.09  5359  1  9 0 0 -0.003468    0.001018
2457893.650756   -0.034631    0.003939   8.027  0.0164  3.622 0.104 1.36136  1333.070   289.049  179.89    25.91  6473  1  9 0 0 -0.003504   -0.032751
2457893.651183   -0.001758    0.004170   8.027  0.0179  3.544 0.141 1.36072  1334.106   284.926  179.89    25.82  5799  1  9 0 0 -0.003540    0.000084
2457893.651616    0.000252    0.003633   8.027  0.0193  3.328 0.141 1.36008  1334.671   283.872  179.89    25.47  7548  1  9 0 0 -0.003576    0.001975
2457893.671746   -0.006310    0.004052   8.027  0.0177  4.152 0.039 1.34328  1332.882   287.249  179.90    22.89  4888  1  9 0 0 -0.004589   -0.003875
2457893.672176   -0.004250    0.004119   8.027  0.0298  3.150 0.062 1.34319  1333.636   287.411  179.89    23.41  7879  1  9 0 0 -0.004584   -0.002403
2457893.672602    0.001893    0.003878   8.027  0.0256  3.102 0.092 1.34311  1334.860   286.562  179.89    23.65  8124  1  9 0 0 -0.004579    0.003710
2457893.674003   -0.008083    0.003526   8.027  0.0102  3.389 0.067 1.34292   350.420   962.162    0.03    24.48  7777  2  9 0 0 -0.004563   -0.007577
2457893.674452    0.004786    0.003767   8.027  0.0326  3.668 0.105 1.34289   683.802  1747.788    0.00    24.70  6714  2  9 0 0 -0.004558    0.005455
2457893.699530   -0.008959    0.004324   8.027  0.0161  3.282 0.085 1.36031   715.091  1762.854   -0.00    29.60  7630  2  9 0 0 -0.005952   -0.008202
2457893.699987   -0.017248    0.004551   8.027  0.0088  3.138 0.135 1.36099   715.434  1763.668    0.00    29.52  7374  2  9 0 0 -0.005998   -0.016565
2457893.700426   -0.005568    0.003517   8.027  0.0247  3.196 0.040 1.36165   715.394  1763.551   -0.00    29.55  7580  2  9 0 0 -0.006043   -0.004841
2457893.700852   -0.003787    0.004154   8.027  0.0191  3.274 0.048 1.36231   715.606  1764.137   -0.01    29.35  7764  2  9 0 0 -0.006086   -0.003004
2457893.701296   -0.001061    0.004063   8.027  0.0244  3.200 0.045 1.36301   714.596  1765.880   -0.00    29.55  8644  2  9 0 0 -0.006132   -0.000312
2457893.723412   -0.009567    0.004054   8.027  0.0253  3.302 0.079 1.41458   714.848  1759.916   -0.00    32.54  7841  2  9 0 0 -0.007013   -0.008559
2457893.723846   -0.001682    0.004514   8.027  0.0252  3.460 0.097 1.41594   715.401  1765.460   -0.00    32.91  8115  2  9 0 0 -0.007025   -0.000579
2457893.724285   -0.002409    0.005318   8.027  0.0212  3.462 0.100 1.41734   715.474  1764.275   -0.00    33.33  7102  2  9 0 0 -0.007038   -0.001301
2457893.724717   -0.005203    0.004654   8.027  0.0154  3.360 0.180 1.41873   716.080  1765.104   -0.01    33.75  8744  2  9 0 0 -0.007049   -0.004153
2457893.725159   -0.004039    0.004002   8.027  0.0168  3.398 0.126 1.42017   714.969  1764.428    0.00    33.68  8018  2  9 0 0 -0.006977   -0.002983
2457893.740655   -0.009265    0.004239   8.027  0.0295  3.040 0.138 1.48078   715.073  1761.660   -0.01    42.20  9986  2  9 0 0 -0.004459   -0.008987
2457893.741101    0.001278    0.004561   8.027  0.0307  3.098 0.110 1.48284   715.627  1766.181   -0.00    41.76  9072  2  9 0 0 -0.004386    0.001574
2457893.741530    0.002121    0.004478   8.027  0.0246  2.951 0.098 1.48484   715.626  1764.940    0.00    41.58  9631  2  9 0 0 -0.004316    0.002315
2457893.741974    0.004917    0.004405   8.027  0.0193  3.088 0.076 1.48693   715.801  1764.514   -0.01    41.31  9253  2  9 0 0 -0.004244    0.005175
2457893.742415   -0.016289    0.004172   8.027  0.0251  3.203 0.087 1.48903   715.445  1762.942   -0.01    41.06  8537  2  9 0 0 -0.004173   -0.015979
2457893.761000   -0.005161    0.004314   8.027  0.0285  2.908 0.165 1.59622   714.593  1760.809   -0.01    39.95  9754  2  9 0 0 -0.004411   -0.004971
2457893.761441   -0.003153    0.005116   8.027  0.0287  3.075 0.171 1.59927   715.601  1763.088   -0.01    39.22 10107  2  9 0 0 -0.004428   -0.002861
2457893.761875    0.002795    0.004562   8.027  0.0318  2.897 0.127 1.60229   715.049  1764.208   -0.00    39.30 11765  2  9 0 0 -0.004444    0.002986
2457893.762309    0.001036    0.004389   8.027  0.0342  2.869 0.143 1.60533   714.994  1765.139   -0.00    38.76 11408  2  9 0 0 -0.004460    0.001214
2457893.762750   -0.001866    0.004811   8.027  0.0212  2.831 0.136 1.60845   714.846  1766.023   -0.00    38.09 10878  2  9 0 0 -0.004477   -0.001707
2457893.784449   -0.006926    0.005531   8.027  0.0426  3.087 0.098 1.79950   713.277  1766.994   -0.01    45.12  8788  2  9 0 0 -0.005863   -0.006303
2457893.784888    0.000882    0.004619   8.027  0.0262  3.466 0.147 1.80425   715.275  1766.818   -0.01    44.33  6769  2  9 0 0 -0.005866    0.001728
2457893.785314   -0.011956    0.005393   8.027  0.0365  3.691 0.094 1.80891   715.830  1766.847   -0.01    43.76  6271  2  9 0 0 -0.005832   -0.010986
2457893.785731   -0.006913    0.005752   8.027  0.0367  3.168 0.180 1.81350   715.221  1763.870   -0.01    43.36  8435  2  9 0 0 -0.005799   -0.006258
2457893.786167    0.008895    0.004793   8.027  0.0430  3.205 0.089 1.81834   714.103  1761.633   -0.01    43.14  8347  2  9 0 0 -0.005764    0.009564
2457894.647986   -0.007556    0.003760   8.027 -0.0048  4.291 0.174 1.36131  1332.283   288.996  179.91    32.25  4973  1  9 0 0 -0.003379   -0.005312
2457894.648433    0.011212    0.004822   8.027  0.0241  5.224 0.139 1.36064  1331.500   285.654  179.90    30.97  2840  1  9 0 0 -0.003400    0.014009
2457894.648884    0.001447    0.003772   8.027  0.0076  4.566 0.150 1.35998  1333.520   282.884  179.90    29.92  4133  1  9 0 0 -0.003421    0.003862
2457894.649324   -0.003143    0.003785   8.027  0.0027  4.607 0.199 1.35935  1334.927   284.536  179.90    29.29  3534  1  9 0 0 -0.003442   -0.000699
2457894.649767    0.014410    0.003853   8.027 -0.0028  4.679 0.174 1.35872  1335.097   285.675  179.89    28.66  3811  1  9 0 0 -0.003463    0.016901
2457894.671182   -0.026603    0.003856   8.027 -0.0011  4.933 0.249 1.34293   349.330   970.711    0.03    25.12  2743  2  9 0 0 -0.004445   -0.025217
2457894.671637    0.009899    0.003860   8.027  0.0049  4.117 0.181 1.34289   685.313  1739.847    0.01    24.88  4601  2  9 0 0 -0.004464    0.010811
2457894.672513    0.005262    0.003710   8.027 -0.0140  4.401 0.220 1.34286   757.060  1763.907    0.02    23.94  4780  2  9 0 0 -0.004501    0.006349
2457894.672950   -0.001630    0.004024   8.027  0.0049  4.240 0.097 1.34286   720.654  1759.949    0.00    23.64  4839  2  9 0 0 -0.004519   -0.000634
2457894.699719    0.011567    0.003858   8.027  0.0117  4.042 0.178 1.36500   714.601  1762.174    0.01    23.61  5391  2  9 0 0 -0.004075    0.012347
2457894.700165   -0.005555    0.003697   8.027  0.0068  4.129 0.155 1.36574   715.293  1764.718    0.00    23.32  5012  2  9 0 0 -0.004047   -0.004731
2457894.700607    0.005349    0.003876   8.027  0.0088  4.197 0.088 1.36649   715.047  1767.023    0.00    23.25  4743  2  9 0 0 -0.004020    0.006207
2457894.701057   -0.003016    0.004045   8.027  0.0030  4.110 0.186 1.36727   715.167  1763.572    0.01    23.60  5092  2  9 0 0 -0.003992   -0.002216
2457894.701498   -0.006280    0.003991   8.027  0.0044  4.104 0.152 1.36805   715.318  1763.376   -0.00    23.84  5728  2  9 0 0 -0.003965   -0.005489
2457894.722189    0.000632    0.004626   8.027  0.0104  3.296 0.124 1.41962   714.082  1763.709    0.00    24.32  8179  2  9 0 0 -0.004147    0.000990
2457894.722623   -0.006839    0.003829   8.027 -0.0034  3.441 0.100 1.42104   715.045  1764.569    0.00    24.60  7385  2  9 0 0 -0.004157   -0.006393
2457894.723058    0.007610    0.004511   8.027  0.0144  3.173 0.098 1.42248   715.408  1765.652   -0.00    24.73  7654  2  9 0 0 -0.004166    0.007900
2457894.723487   -0.004980    0.003802   8.027  0.0094  3.178 0.101 1.42390   715.075  1760.808   -0.00    24.23  8933  2  9 0 0 -0.004175   -0.004685
2457894.723928   -0.003368    0.004115   8.027  0.0086  3.050 0.118 1.42539   716.171  1762.045    0.00    23.46  8911  2  9 0 0 -0.004185   -0.003146
2457894.742091    0.013389    0.003906   8.027  0.0214  3.283 0.130 1.50115   714.421  1764.513   -0.01    26.32  8516  2  9 0 0 -0.003746    0.013649
2457894.742510   -0.001245    0.004340   8.027  0.0056  3.236 0.107 1.50326   714.735  1762.626   -0.00    26.88  8526  2  9 0 0 -0.003735   -0.001015
2457894.742948   -0.001029    0.004089   8.027  0.0135  3.287 0.130 1.50549   714.781  1762.618   -0.01    26.87  8705  2  9 0 0 -0.003724   -0.000772
2457894.743384    0.010073    0.004512   8.027  0.0060  3.158 0.163 1.50773   714.693  1764.856   -0.00    26.60  8285  2  9 0 0 -0.003713    0.010252
2457894.743837   -0.004559    0.004642   8.027  0.0117  3.182 0.158 1.51007   714.725  1765.812    0.00    26.32  8314  2  9 0 0 -0.003701   -0.004368
2457894.760483   -0.018427    0.004160   8.027  0.0189  3.198 0.119 1.61227   714.393  1761.884   -0.00    31.02  8789  2  9 0 0 -0.002159   -0.018575
2457894.760926   -0.005852    0.004880   8.027  0.0073  3.233 0.097 1.61547   714.878  1768.618   -0.01    31.21  8223  2  9 0 0 -0.002116   -0.005989
2457894.761375   -0.006230    0.004902   8.027  0.0166  3.163 0.132 1.61873   714.964  1763.805   -0.01    31.39  9742  2  9 0 0 -0.002073   -0.006418
2457894.761806   -0.007812    0.004578   8.027  0.0163  3.215 0.146 1.62189   714.412  1764.122   -0.00    31.64  7978  2  9 0 0 -0.002032   -0.007978
2457894.762239   -0.003468    0.004213   8.027  0.0233  3.126 0.129 1.62509   714.637  1762.321   -0.01    31.74  9170  2  9 0 0 -0.001990   -0.003696
2457894.784962    0.013165    0.004908   8.027  0.0277  3.161 0.170 1.83644   714.011  1764.842   -0.01    37.40  9310  2  9 0 0 -0.001525    0.012852
2457894.785398    0.013067    0.004719   8.027  0.0339  3.142 0.155 1.84147   714.317  1766.578   -0.01    36.86  8860  2  9 0 0 -0.001519    0.012742
2457894.785836   -0.009900    0.005125   8.027  0.0244  3.164 0.183 1.84658   714.878  1764.682   -0.01    36.97  9546  2  9 0 0 -0.001513   -0.010214
2457894.786281    0.010972    0.004982   8.027  0.0308  3.151 0.152 1.85182   714.331  1760.889   -0.01    37.14  9169  2  9 0 0 -0.001507    0.010650
2457894.786715   -0.012435    0.005831   8.027  0.0308  3.085 0.175 1.85696   714.475  1764.002   -0.02    37.44  8902  2  9 0 0 -0.001501   -0.012798
2457895.648367    0.000320    0.004227   8.027 -0.0036  3.259 0.145 1.35682  1333.245   287.208  179.89    30.34  7913  1  9 0 0 -0.003095    0.001895
2457895.648799    0.002530    0.003859   8.027 -0.0016  3.474 0.134 1.35626  1333.289   288.300  179.88    30.01  6969  1  9 0 0 -0.003140    0.004241
2457895.649229    0.002117    0.004038   8.027  0.0133  4.320 0.364 1.35572  1333.173   284.038  179.90    29.60  4693  1  9 0 0 -0.003184    0.004334
2457895.649675   -0.005960    0.004058   8.027  0.0032  4.071 0.258 1.35517  1334.142   286.601  179.90    29.55  5305  1  9 0 0 -0.003231   -0.003878
2457895.650111   -0.001908    0.004044   8.027 -0.0031  3.615 0.219 1.35464  1334.661   287.432  179.90    29.40  6749  1  9 0 0 -0.003276   -0.000084
2457895.674546    0.002527    0.003683   8.027 -0.0328  4.312 0.229 1.34351   714.006  1758.319    0.01    26.85  4127  2  9 0 0 -0.005404    0.003765
2457895.674988    0.001610    0.003518   8.027 -0.0124  3.888 0.266 1.34364   714.253  1760.656    0.01    25.96  5882  2  9 0 0 -0.005431    0.002605
2457895.675414    0.002472    0.003578   8.027  0.0115  3.358 0.126 1.34378   714.842  1763.211   -0.00    25.78  7968  2  9 0 0 -0.005458    0.003162
2457895.675860    0.002267    0.004066   8.027  0.0133  4.075 0.260 1.34393   715.189  1761.969    0.00    25.80  5331  2  9 0 0 -0.005486    0.003384
2457895.676302   -0.001872    0.003982   8.027 -0.0614  3.925 0.204 1.34409   715.438  1760.061    0.01    25.73  4369  2  9 0 0 -0.005513   -0.000837
2457895.696435   -0.010791    0.004172   8.027  0.0193  5.161 0.207 1.36420   715.438  1758.562    0.00    27.92  2772  2  9 0 0 -0.005247   -0.009090
2457895.696893   -0.003714    0.003828   8.027 -0.0023  3.473 0.176 1.36496   715.425  1764.857    0.00    27.55  7668  2  9 0 0 -0.005216   -0.003010
2457895.697321    0.007248    0.004128   8.027 -0.0043  3.129 0.100 1.36567   715.397  1766.217   -0.00    27.30  8324  2  9 0 0 -0.005188    0.007743
2457895.697756   -0.006406    0.004956   8.027  0.0070  5.679 0.250 1.36641   717.034  1761.742    0.00    27.44  2079  2  9 0 0 -0.005160   -0.004421
2457895.698191    0.004525    0.003640   8.027  0.0002  3.157 0.163 1.36717   713.719  1766.839    0.00    27.20  8869  2  9 0 0 -0.005131    0.005024
2457895.715492    0.001828    0.003903   8.027 -0.0019  3.409 0.172 1.40754   715.010  1770.017    0.00    22.85  7885  2  9 0 0 -0.003667    0.002144
2457895.715931    0.004895    0.004219   8.027 -0.0063  4.169 0.284 1.40885   716.409  1764.140    0.00    21.95  4807  2  9 0 0 -0.003625    0.005648
2457895.716359    0.001017    0.004106   8.027 -0.0055  3.904 0.152 1.41013   715.432  1765.424   -0.00    21.87  5566  2  9 0 0 -0.003584    0.001605
2457895.716799   -0.004208    0.004086   8.027 -0.0042  3.839 0.195 1.41147   714.710  1763.352    0.00    21.70  6013  2  9 0 0 -0.003542   -0.003667
2457895.717236   -0.011243    0.004110   8.027 -0.0050  4.811 0.274 1.41281   715.274  1762.764   -0.00    21.57  3007  2  9 0 0 -0.003500   -0.010142
2457895.739838    0.004328    0.004145   8.027 -0.0043  4.392 0.281 1.50393   713.392  1763.909   -0.00    26.65  4275  2  9 0 0 -0.002884    0.005044
2457895.740274   -0.003152    0.005078   8.027  0.0151  4.589 0.284 1.50615   715.025  1764.731   -0.00    26.45  3687  2  9 0 0 -0.002886   -0.002319
2457895.740713   -0.015875    0.004452   8.027  0.0099  3.726 0.200 1.50841   715.416  1764.213    0.00    26.39  5517  2  9 0 0 -0.002889   -0.015548
2457895.741157    0.006291    0.004053   8.027  0.0037  3.860 0.235 1.51071   715.109  1762.593   -0.00    26.20  5907  2  9 0 0 -0.002891    0.006697
2457895.741608    0.000596    0.003990   8.027  0.0018  3.652 0.261 1.51307   714.166  1763.770   -0.01    26.41  7251  2  9 0 0 -0.002894    0.000880
2457895.761857   -0.005841    0.004644   8.027  0.0282  3.773 0.226 1.64348   713.214  1758.858   -0.01    30.35  7067  2  9 0 0 -0.003368   -0.005379
2457895.762293   -0.000916    0.005345   8.027  0.0146  4.595 0.089 1.64688   715.341  1760.313   -0.01    29.89  3796  2  9 0 0 -0.003380    0.000031
2457895.762732   -0.001858    0.004478   8.027  0.0114  4.745 0.133 1.65034   714.792  1765.166   -0.01    29.64  3642  2  9 0 0 -0.003392   -0.000820
2457895.763149   -0.011695    0.004640   8.027  0.0221  4.924 0.257 1.65364   715.385  1766.173   -0.01    29.63  3167  2  9 0 0 -0.003403   -0.010549
2457895.763579    0.001309    0.004842   8.027  0.0311  4.074 0.161 1.65709   714.167  1767.357   -0.00    29.68  5287  2  9 0 0 -0.003414    0.001959
2457895.787244    0.010603    0.005600   8.027  0.0169  4.826 0.112 1.89802   713.786  1763.583    0.00    30.34  3471  2  9 0 0 -0.004614    0.011964
2457895.787687    0.000981    0.004831   8.027  0.0343  4.141 0.135 1.90370   714.909  1768.107   -0.02    29.96  5409  2  9 0 0 -0.004608    0.001939
2457895.788123   -0.014684    0.005621   8.027  0.0303  4.946 0.161 1.90934   715.302  1764.912   -0.02    30.00  3620  2  9 0 0 -0.004602   -0.013255
2457895.788553   -0.001760    0.005712   8.027 -0.0009  4.069 0.144 1.91494   714.744  1764.757   -0.01    30.06  4889  2  9 0 0 -0.004596   -0.000847
2457895.788991    0.005279    0.005426   8.027  0.0158  3.930 0.117 1.92069   714.953  1762.043   -0.01    29.89  5545  2  9 0 0 -0.004590    0.006109
2457896.649146   -0.014136    0.004584   8.027 -0.0171  3.303 0.122 1.35254  1334.667   286.175  179.90    30.26  7136  1  9 0 0 -0.002348   -0.012704
2457896.649586   -0.009794    0.004754   8.027 -0.0323  4.229 0.182 1.35206  1333.064   283.397  179.90    30.23  4448  1  9 0 0 -0.002338   -0.007821
2457896.650026    0.010489    0.004943   8.027 -0.0241  3.166 0.111 1.35160  1333.699   288.218  179.89    30.33  8454  1  9 0 0 -0.002327    0.011835
2457896.650457    0.003973    0.004228   8.027 -0.0194  3.238 0.161 1.35117  1335.446   286.410  179.90    30.08  6675  1  9 0 0 -0.002317    0.005360
2457896.650896    0.000421    0.004786   8.027 -0.0090  4.036 0.336 1.35073  1335.335   289.959  179.89    29.60  5414  1  9 0 0 -0.002306    0.002273
2457896.676405    0.006991    0.004249   8.027 -0.0089  4.524 0.239 1.34546   716.736  1758.112    0.00    29.55  4340  2  9 0 0 -0.002308    0.007655
2457896.676857    0.002303    0.003701   8.027 -0.0070  2.693 0.080 1.34572   715.939  1764.749    0.01    29.30 11863  2  9 0 0 -0.002320    0.001895
2457896.677305    0.012410    0.003718   8.027 -0.0102  3.339 0.159 1.34599   716.079  1765.841    0.01    28.92  6408  2  9 0 0 -0.002332    0.012384
2457896.677740    0.014862    0.004437   8.027 -0.0054  2.955 0.115 1.34626   714.738  1767.055    0.01    28.65  9178  2  9 0 0 -0.002344    0.014613
2457896.678186    0.004816    0.004464   8.027 -0.0142  3.125 0.121 1.34655   715.532  1762.365    0.01    28.64  8363  2  9 0 0 -0.002357    0.004670
2457897.654235    0.003800    0.004883   8.027 -0.0244  3.853 0.091 1.34588  1334.617   281.677  179.89    21.29  5809  1  9 0 0 -0.003741    0.005869
2457897.654681   -0.006683    0.004843   8.027 -0.0180  4.442 0.196 1.34562  1333.522   290.556  179.90    21.75  4125  1  9 0 0 -0.003775   -0.004261
2457897.655118   -0.004970    0.003966   8.027 -0.0208  3.754 0.153 1.34538  1334.327   287.888  179.89    22.05  6606  1  9 0 0 -0.003808   -0.002944
2457897.655564   -0.005575    0.003532   8.027 -0.0155  3.625 0.191 1.34514  1334.440   287.062  179.90    22.43  6408  1  9 0 0 -0.003841   -0.003618
2457897.655998   -0.008819    0.004355   8.027 -0.0228  4.645 0.076 1.34492  1335.078   283.249  179.89    22.86  3635  1  9 0 0 -0.003874   -0.006255
2457897.688052   -0.002975    0.004219   8.027 -0.0542  4.806 0.231 1.35993   716.213  1767.521    0.00    20.20  2851  2  9 0 0 -0.005856   -0.001346
2457897.688507    0.004360    0.007552   8.027 -0.5458  5.195 0.222 1.36060   713.661  1751.272    0.01    19.98   448  2  9 0 0 -0.005846    0.006216
2457897.688950    0.003689    0.003682   8.027 -0.0155  3.080 0.140 1.36126   716.505  1767.469    0.00    19.81  8348  2  9 0 0 -0.005836    0.004301
2457897.689380    0.000345    0.003889   8.027 -0.0268  5.021 0.205 1.36192   716.700  1756.120    0.00    19.52  3032  2  9 0 0 -0.005826    0.002094
2457897.689804    0.004962    0.004133   8.027 -0.0262  3.662 0.256 1.36257   715.485  1768.413    0.01    19.41  6049  2  9 0 0 -0.005816    0.005911
2457897.712105   -0.004694    0.003912   8.027 -0.0104  4.392 0.287 1.41430   712.541  1764.055   -0.00    20.82  4753  2  9 0 0 -0.005092   -0.003480
2457897.713003    0.008701    0.004488   8.027 -0.0042  4.048 0.188 1.41713   716.950  1764.989    0.00    19.91  3880  2  9 0 0 -0.005046    0.009704
2457897.713451    0.010534    0.004369   8.027 -0.0108  5.747 0.227 1.41857   714.722  1760.544    0.00    19.26  2031  2  9 0 0 -0.005024    0.012529
2457897.729932    0.002607    0.004397   8.027  0.0026  2.778 0.140 1.48306   714.050  1767.999   -0.00    21.48 10701  2  9 0 0 -0.004933    0.002839
2457897.730821   -0.003668    0.004252   8.027 -0.0012  3.724 0.248 1.48723   715.645  1755.914    0.00    21.47  6008  2  9 0 0 -0.005008   -0.002864
2457897.731262   -0.000180    0.004340   8.027  0.0043  2.737 0.096 1.48932   715.382  1766.969    0.00    21.34 12284  2  9 0 0 -0.005045    0.000052
2457897.731697   -0.004412    0.004443   8.027  0.0003  2.858 0.138 1.49141   715.140  1768.130    0.00    21.34 11323  2  9 0 0 -0.005082   -0.004100
2457897.753587    0.002492    0.004709   8.027  0.0214  4.447 0.200 1.62332   715.520  1762.356   -0.00    25.35  3497  2  9 0 0 -0.007411    0.004262
2457897.754462    0.002071    0.005218   8.027 -0.0382  6.493 0.151 1.62984   715.430  1768.961    0.00    24.61  1427  2  9 0 0 -0.007532    0.005069
2457897.755337    0.003117    0.005325   8.027 -0.0516  5.176 0.226 1.63647   713.463  1764.824   -0.01    23.78  1905  2  9 0 0 -0.007652    0.005369
2457897.783269   -0.000211    0.005784   8.027  0.0310  5.187 0.344 1.91921   713.869  1760.405   -0.01    31.76  3000  2  9 0 0 -0.009749    0.002521
2457897.783711   -0.014189    0.007564   8.027 -0.0063  5.509 0.218 1.92507   716.124  1767.541   -0.01    31.23  1843  2  9 0 0 -0.009768   -0.011264
2457897.784161    0.014635    0.005965   8.027  0.0374  4.639 0.306 1.93108   715.366  1764.428   -0.01    30.48  3373  2  9 0 0 -0.009789    0.017054
2457897.784602    0.006833    0.005147   8.027  0.0222  5.710 0.179 1.93702   717.012  1765.027   -0.02    30.00  1990  2  9 0 0 -0.009811    0.009886
2457897.785045    0.000866    0.005445   8.027  0.0284  4.472 0.219 1.94304   715.169  1764.853   -0.01    29.87  3471  2  9 0 0 -0.009837    0.003198
2457898.649071    0.001758    0.003948   8.027 -0.2793  4.180 0.127 1.34747  1330.221   291.048  179.90    36.31  3908  1  9 0 0  0.000117    0.003148
2457898.649515    0.003881    0.005109   8.027 -0.2598  3.624 0.232 1.34715  1331.674   288.406  179.89    35.88  4876  1  9 0 0  0.000073    0.004956
2457898.649962    0.017635    0.008358   8.027 -0.5290  4.357 0.165 1.34683  1334.563   284.021  179.90    35.59  1853  1  9 0 0  0.000028    0.019150
2457898.650418    0.005828    0.005825   8.027 -0.2425  4.682 0.234 1.34652  1336.453   283.591  179.89    35.21  3041  1  9 0 0 -0.000017    0.007543
2457898.650862    0.008772    0.004638   8.027 -0.2529  4.538 0.263 1.34623  1336.273   286.300  179.90    35.22  3150  1  9 0 0 -0.000062    0.010413
2457898.671053   -0.001012    0.004210   8.027 -0.1283  3.691 0.250 1.34561   713.509  1760.396    0.00    31.52  4452  2  9 0 0 -0.000947   -0.001144
2457898.671509    0.006840    0.004074   8.027 -0.0790  3.539 0.383 1.34588   714.660  1764.869    0.01    31.40  6134  2  9 0 0 -0.000916    0.006612
2457898.671955    0.008844    0.004330   8.027 -0.0944  3.184 0.310 1.34615   714.584  1765.832    0.01    31.22  6201  2  9 0 0 -0.000885    0.008401
2457898.672404    0.001688    0.003927   8.027 -0.0782  3.757 0.304 1.34644   714.997  1764.597    0.01    31.06  5477  2  9 0 0 -0.000854    0.001574
2457898.672846   -0.006474    0.004302   8.027 -0.0655  2.967 0.123 1.34674   714.984  1763.069   -0.00    31.12  9783  2  9 0 0 -0.000823   -0.007058
2457898.692706   -0.007898    0.003990   8.027 -0.1108  4.200 0.254 1.37256   715.713  1752.574    0.00    31.16  4468  2  9 0 0 -0.000084   -0.007926
2457898.693150    0.015699    0.006305   8.027 -0.1854  3.640 0.203 1.37343   715.981  1758.000    0.00    31.11  4726  2  9 0 0 -0.000087    0.015344
2457898.693585   -0.004083    0.005139   8.027 -0.2134  3.153 0.120 1.37429   715.648  1760.720    0.00    30.62  5292  2  9 0 0 -0.000090   -0.004724
2457898.694035    0.008930    0.005151   8.027 -0.1875  3.564 0.223 1.37519   715.338  1765.581    0.00    31.17  5752  2  9 0 0 -0.000093    0.008531
2457898.694476   -0.008985    0.006139   8.027 -0.3059  4.448 0.229 1.37609   713.201  1769.220    0.00    32.15  3068  2  9 0 0 -0.000096   -0.008864
2457898.713301   -0.003741    0.007412   8.027 -0.4051  3.945 0.287 1.42741   715.869  1765.004   -0.00    29.10  4358  2  9 0 0 -0.001074   -0.003695
