1.000000e-07	2.188352e+00
1.000999e-07	2.188225e+00
1.001998e-07	2.188098e+00
1.002999e-07	2.187971e+00
1.004000e-07	2.187845e+00
1.005003e-07	2.187718e+00
1.006006e-07	2.187592e+00
1.007011e-07	2.187466e+00
1.008016e-07	2.187341e+00
1.009023e-07	2.187215e+00
1.010030e-07	2.187090e+00
1.011039e-07	2.186965e+00
1.012048e-07	2.186840e+00
1.013059e-07	2.186716e+00
1.014071e-07	2.186592e+00
1.015083e-07	2.186468e+00
1.016097e-07	2.186344e+00
1.017111e-07	2.186220e+00
1.018127e-07	2.186097e+00
1.019144e-07	2.185973e+00
1.020161e-07	2.185850e+00
1.021180e-07	2.185728e+00
1.022200e-07	2.185605e+00
1.023220e-07	2.185483e+00
1.024242e-07	2.185361e+00
1.025265e-07	2.185239e+00
1.026289e-07	2.185117e+00
1.027313e-07	2.184996e+00
1.028339e-07	2.184875e+00
1.029366e-07	2.184754e+00
1.030394e-07	2.184633e+00
1.031423e-07	2.184513e+00
1.032453e-07	2.184392e+00
1.033484e-07	2.184272e+00
1.034516e-07	2.184152e+00
1.035549e-07	2.184033e+00
1.036583e-07	2.183913e+00
1.037618e-07	2.183794e+00
1.038654e-07	2.183675e+00
1.039691e-07	2.183557e+00
1.040729e-07	2.183438e+00
1.041768e-07	2.183320e+00
1.042809e-07	2.183202e+00
1.043850e-07	2.183084e+00
1.044892e-07	2.182967e+00
1.045936e-07	2.182850e+00
1.046980e-07	2.182733e+00
1.048025e-07	2.182616e+00
1.049072e-07	2.182499e+00
1.050119e-07	2.182383e+00
1.051168e-07	2.182267e+00
1.052218e-07	2.182151e+00
1.053268e-07	2.182035e+00
1.054320e-07	2.181920e+00
1.055373e-07	2.181804e+00
1.056427e-07	2.181690e+00
1.057482e-07	2.181575e+00
1.058537e-07	2.181460e+00
1.059594e-07	2.181346e+00
1.060653e-07	2.181232e+00
1.061712e-07	2.181118e+00
1.062772e-07	2.181005e+00
1.063833e-07	2.180891e+00
1.064895e-07	2.180778e+00
1.065959e-07	2.180665e+00
1.067023e-07	2.180553e+00
1.068088e-07	2.180440e+00
1.069155e-07	2.180328e+00
1.070223e-07	2.180216e+00
1.071291e-07	2.180105e+00
1.072361e-07	2.179993e+00
1.073432e-07	2.179882e+00
1.074504e-07	2.179771e+00
1.075577e-07	2.179660e+00
1.076651e-07	2.179550e+00
1.077726e-07	2.179440e+00
1.078802e-07	2.179330e+00
1.079879e-07	2.179220e+00
1.080957e-07	2.179110e+00
1.082037e-07	2.179001e+00
1.083117e-07	2.178892e+00
1.084199e-07	2.178783e+00
1.085281e-07	2.178674e+00
1.086365e-07	2.178566e+00
1.087450e-07	2.178458e+00
1.088536e-07	2.178350e+00
1.089623e-07	2.178242e+00
1.090711e-07	2.178135e+00
1.091800e-07	2.178028e+00
1.092890e-07	2.177921e+00
1.093981e-07	2.177814e+00
1.095074e-07	2.177708e+00
1.096167e-07	2.177601e+00
1.097262e-07	2.177495e+00
1.098357e-07	2.177390e+00
1.099454e-07	2.177284e+00
1.100552e-07	2.177179e+00
1.101651e-07	2.177074e+00
1.102751e-07	2.176969e+00
1.103852e-07	2.176865e+00
1.104954e-07	2.176760e+00
1.106058e-07	2.176656e+00
1.107162e-07	2.176552e+00
1.108268e-07	2.176449e+00
1.109374e-07	2.176345e+00
1.110482e-07	2.176242e+00
1.111591e-07	2.176139e+00
1.112701e-07	2.176037e+00
1.113812e-07	2.175934e+00
1.114924e-07	2.175832e+00
1.116037e-07	2.175730e+00
1.117152e-07	2.175628e+00
1.118267e-07	2.175527e+00
1.119384e-07	2.175426e+00
1.120502e-07	2.175325e+00
1.121620e-07	2.175224e+00
1.122740e-07	2.175124e+00
1.123862e-07	2.175023e+00
1.124984e-07	2.174923e+00
1.126107e-07	2.174824e+00
