1.13272727273 	0.020521 	7.4e-05
1.15818181818 	0.020575 	7.7e-05
1.18363636364 	0.020388 	8.2e-05
1.20909090909 	0.020345 	6.6e-05
1.23454545455 	0.020327 	7.7e-05
1.26 	0.020360 	7.6e-05
1.28545454545 	0.020475 	8.3e-05
1.31090909091 	0.020602 	8.6e-05
1.33636363636 	0.020489 	8.3e-05
1.36181818182 	0.020706 	7.9e-05
1.38727272727 	0.020653 	7.9e-05
1.41272727273 	0.020776 	7.0e-05
1.43818181818 	0.020708 	8.5e-05
1.46363636364 	0.020556 	8.7e-05
1.48909090909 	0.020549 	1.0e-04
1.51454545455 	0.020523 	8.8e-05
1.54 	0.020359 	1.0e-04
1.56545454545 	0.020376 	1.3e-04
1.59090909091 	0.020321 	1.1e-04
1.61636363636 	0.020392 	1.1e-04
