1.13272727273 	0.44 	1.1e-02
1.15818181818 	0.41 	1.2e-02
1.18363636364 	0.40 	1.2e-02
1.20909090909 	0.41 	1.2e-02
1.23454545455 	0.39 	1.2e-02
1.26 	0.39 	1.0e-02
1.28545454545 	0.42 	1.4e-02
1.31090909091 	0.39 	1.1e-02
1.33636363636 	0.40 	1.4e-02
1.36181818182 	0.42 	1.2e-02
1.38727272727 	0.41 	1.2e-02
1.41272727273 	0.41 	1.0e-02
1.43818181818 	0.39 	1.1e-02
1.46363636364 	0.36 	1.2e-02
1.48909090909 	0.34 	1.4e-02
1.51454545455 	0.37 	1.5e-02
1.54 	0.33 	1.4e-02
1.56545454545 	0.38 	1.9e-02
1.59090909091 	0.33 	1.9e-02
1.61636363636 	0.29 	1.9e-02
